Iter Teff logg FeH aFe Vrad Vrot Inst_R logR Dist Av log(lk) log(vol) log(wt) h nc log(z) delta(log(z))
425 5326.47832629 4.51027320555 0.189954913912 0.0596155865039 80.5289681264 13.1346681313 32864.1980464 -1.2941502069 15.0339426617 2.87267723302 -244679.131389 -8.43591922817 -244692.172479 13.0410912292 25 -244692.172479 227306.950185 
426 5465.98990068 3.50856247986 0.194324011969 0.106499976076 80.8422944474 15.8665639783 31600.0287604 2.69376229834 10.1683871226 4.36505761594 -240065.131807 -8.45572185547 -240078.192699 13.0608930939 25 -240078.192699 225757.174469 
427 5394.7543131 3.51884193866 -0.234055193788 0.390577877917 83.4978487832 11.7894193804 18003.6455516 0.361254587291 9.92788041247 0.326772599185 -239925.180624 -8.47552448276 -239938.261319 13.0806949926 25 -239938.261319 221143.174886 
428 5602.20009218 4.45266203145 -0.146090148761 0.271224471446 77.5339184127 6.43940523643 30166.1481824 -1.13844754388 15.4884045731 4.81381175846 -239810.13316 -8.49532711006 -239823.233657 13.1004968922 25 -239823.233657 221003.223704 
429 5887.47211424 4.03020671425 0.224678802042 0.124178608719 85.0722827615 1.97586210935 35214.0302188 2.83084310704 6.45803752663 4.45614129258 -239034.799691 -8.51512973736 -239047.919991 13.1202987956 25 -239047.919991 220888.17624 
430 5416.75667153 3.60183252636 -0.0444317642477 0.0746013994681 83.3561525935 15.8418048098 30077.6163787 2.60087296351 10.7731593132 2.87587127126 -236322.772571 -8.53493236465 -236335.912674 13.1401007187 25 -236335.912674 220112.842771 
431 5262.40339169 4.14639873998 0.0640336130317 0.347288162636 83.0780884464 13.3479832121 26611.5079107 0.347046366568 16.1489054823 3.79625273464 -235267.583973 -8.55473499195 -235280.743878 13.1599026403 25 -235280.743878 217400.815651 
432 5742.41459589 4.55540048618 0.117681425697 0.156185141468 85.4563937236 6.52913153029 18456.6839227 2.0296536837 7.68605147848 0.326062321965 -232354.505316 -8.57453761925 -232367.685024 13.1797045941 25 -232367.685024 216345.627052 
433 5332.63421233 3.64454306006 0.0841035714012 0.069282409526 78.0084290525 5.20937503169 16656.1645493 2.13327177265 19.5463836487 3.96866349619 -228153.116124 -8.59434024654 -228166.315634 13.1995132273 25 -228166.315634 213432.548395 
434 5244.17731316 3.49780450931 0.153828901219 0.173977121724 82.7459416574 4.84359645962 21415.4821479 2.66317497513 6.31469486022 2.00091345544 -226438.203638 -8.61414287384 -226451.422951 13.2193151466 25 -226451.422951 209231.159203 
435 6120.97199018 4.2747173175 -0.0279235926832 0.33374178272 80.1341991664 6.16385898883 21701.030644 1.16618326429 7.62731130578 2.94337691333 -224403.766923 -8.63394550113 -224417.006038 13.2391170743 25 -224417.006038 207516.246717 
436 5366.79727729 3.9996019607 -0.0826712434263 0.301591928497 77.519437276 6.24916056151 24558.4337824 -0.155303468412 14.5096086133 1.87866775406 -217684.320833 -8.65374812843 -217697.579751 13.2589189996 25 -217697.579751 205481.810002 
437 5542.96468187 3.97163459565 0.211509208853 0.302370761628 84.6492661654 6.84080092934 26831.6001814 1.84126306406 15.1005131377 0.162090226939 -217663.768809 -8.67355075573 -217677.04753 13.2787249039 25 -217677.04753 198762.363912 
438 5210.12556057 3.91600612691 -0.144183212831 0.200557704876 84.5914935567 3.00562058531 41769.915112 1.01725930149 17.9396389607 1.68257741413 -216571.536716 -8.69335338302 -216584.835239 13.2985229366 25 -216584.835239 198741.811888 
439 5299.43606482 3.33421886043 0.0867594050312 0.156006280251 81.1867914388 13.7421371373 19101.6803342 1.29339559097 17.5858368884 2.16011866504 -215688.150189 -8.71315601032 -215701.468515 13.318324912 25 -215701.468515 197649.579795 
440 5537.91402045 4.39100812239 -0.0744225480805 0.00882957527338 83.9804575138 15.0662743092 31516.9256707 1.61651409071 19.3240249554 0.504062199317 -213043.239932 -8.73295863762 -213056.578061 13.3381269087 25 -213056.578061 196766.193269 
441 5878.98878345 4.01596435707 -0.177072911148 0.220633848853 84.4944032854 8.85082618888 40411.8364304 1.78799212723 15.6502449357 2.09953294301 -211286.865358 -8.75276126491 -211300.22329 13.3579289108 25 -211300.22329 194121.283012 
442 5250.08310725 3.45454877393 -0.117174221125 0.368312165083 85.4186872438 1.15635038567 25399.7014337 -0.168877010949 8.37827553429 2.64489848489 -202029.571499 -8.77256389221 -202042.949233 13.3777369162 25 -202042.949233 192364.908438 
443 5380.87033666 4.7876840718 -0.0283226359996 0.155144847041 83.7999095061 11.2068724572 19664.0364923 0.686180205032 14.7378318671 4.89840595441 -201219.474664 -8.7923665195 -201232.872201 13.3975389216 25 -201232.872201 183107.614579 
444 6093.44978067 4.56436643084 -0.171366097433 0.157147713697 83.5841158714 1.35696108419 25728.342763 1.37832090035 15.0249610092 2.83921859939 -199215.225507 -8.8121691468 -199228.642846 13.4173409224 25 -199228.642846 182297.517744 
445 5079.0325287 3.11241986537 0.0253257084972 0.110921932075 79.3713583608 2.54875980488 17524.0066727 -0.514470234937 10.6214804381 1.09379573273 -191569.701185 -8.8319717741 -191583.138327 13.4371429075 25 -191583.138327 180293.268586 
446 5568.99869434 3.72649341862 0.10606374997 0.342525571195 79.1262829775 5.92076730293 26397.967647 2.72092459524 10.0474401665 1.33410830556 -190392.017183 -8.85177440139 -190405.474128 13.4569449513 25 -190405.474128 172647.744265 
447 6357.54604836 4.5291699065 -0.134738462646 0.276696770447 82.168765482 0.314679340058 30153.0796038 -0.844085905856 11.4953691147 4.83175590093 -188749.699295 -8.87157702869 -188763.176042 13.4767470028 25 -188763.176042 171470.060263 
448 5615.56904412 3.49507158736 -0.104389499976 0.23140275152 79.5505033518 9.31754323931 21456.5050647 0.477864417484 17.3538738338 3.08357278627 -188111.644395 -8.89137965598 -188125.140945 13.49654906 25 -188125.140945 169827.742375 
449 5772.84740073 4.3838012842 0.235028261225 0.368399919364 78.96555286 5.74222026749 23046.6506337 -0.290765900868 13.8756789504 0.141377513558 -184709.704274 -8.91118228328 -184723.220626 13.5163511411 25 -184723.220626 169189.687474 
450 6321.90639529 3.98304841038 0.205841662828 0.391497392186 79.2810298692 0.549159261922 35508.1292988 1.50617622576 9.86125375666 2.00168641924 -183378.194857 -8.93098491058 -183391.731012 13.5361532216 25 -183391.731012 165787.747353 
451 5543.9915704 4.8547468107 -0.171619569234 0.0218114765484 83.5115630833 6.31457488238 17688.952798 1.91727176649 15.9383374381 1.69631254966 -182789.971753 -8.95078753787 -182803.527711 13.5559553003 25 -182803.527711 164456.237936 
452 5229.87064665 4.33495930136 -0.0128637715654 0.0510206562427 84.7338000122 3.35350834473 19266.8713111 0.441260783288 10.749236704 4.34430307687 -177412.310759 -8.97059016517 -177425.886519 13.575762624 25 -177425.886519 163868.014833 
453 5515.71328911 4.29443659342 0.204027274276 0.173389948661 82.0620685459 8.14491028118 19327.0911159 1.52702990562 6.77537418161 1.31245817435 -174360.277493 -8.99039279247 -174373.873056 13.5955646831 25 -174373.873056 158490.353839 
454 6269.79597975 3.66648234754 0.159835790191 0.0770054076954 83.1393983534 0.315661189446 23058.5611833 1.42134628047 17.1637074107 0.192612687781 -171705.935211 -9.01019541976 -171719.550577 13.6153667636 25 -171719.550577 155438.320572 
455 5304.73412593 4.85483370117 -0.0766380546456 0.0493735144916 79.1247195794 10.5557269678 32897.162676 -0.148624777208 5.85622056745 4.16453580823 -169626.226819 -9.02999804706 -169639.861987 13.6351688622 25 -169639.861987 152783.978291 
456 5431.95948468 4.25594574948 0.0885572318321 0.34709242878 82.1064053392 5.36982870189 19651.9630353 1.93699406648 13.7815095979 2.75335346635 -166339.820345 -9.04980067435 -166353.475316 13.6549709726 25 -166353.475316 150704.269898 
457 5154.84096669 3.65181964341 -0.0913750863885 0.0883663825381 79.2269405711 2.3483946296 17472.1682111 2.3042283833 15.2108530982 1.25889145845 -165621.479456 -9.06960330165 -165635.15423 13.6747730969 25 -165635.15423 147417.863424 
458 5024.7124417 3.26396801778 -0.162013279347 0.00922643021065 84.5961006948 3.21934331104 16644.9208451 1.52931059903 11.0658380649 4.19389532335 -160505.010167 -9.08940592895 -160518.704743 13.6945752493 25 -160518.704743 146699.522536 
459 5323.65152763 4.46791551058 0.109269220167 0.0839879809762 82.3680966121 9.71945139836 33420.303152 0.0873288973025 10.7696386508 0.453504135385 -156573.682896 -9.10920855624 -156587.397274 13.7143774228 25 -156587.397274 141583.053246 
460 5430.16399467 4.10938600262 0.162730143216 0.181774979172 80.7092524423 2.60843275105 21367.1988761 2.38531160695 16.0964403776 3.88388229104 -156070.314294 -9.12901118354 -156084.048476 13.7341795808 25 -156084.048476 137651.725975 
461 5449.37117053 4.29330199235 0.103263497434 0.101345723933 78.8876330299 9.16307004973 32302.1941175 1.23977474467 16.6155203666 1.03029882202 -152897.012145 -9.14881381084 -152910.766129 13.7539817806 25 -152910.766129 137148.357374 
462 5903.30056722 3.50022689814 0.157276517568 0.077704269493 84.4428779212 2.09394900938 29279.5482882 1.75115201947 10.9791533084 3.43408194811 -149299.175446 -9.16861643813 -149312.949232 13.7737883522 25 -149312.949232 133975.055225 
463 6095.45253413 4.32595181572 0.175994192396 0.114143868005 82.3786158748 5.46628409756 20192.0522734 1.91898334529 13.4977621762 0.850424027524 -147901.319795 -9.18841906543 -147915.113384 13.7935905146 25 -147915.113384 130377.218525 
464 5602.36368993 4.1898037158 0.243660250207 0.0721263584086 84.4304372069 9.99389149393 39429.680577 0.356277796096 18.8284375192 1.83662566284 -147041.961405 -9.20822169272 -147055.774797 13.8133926884 25 -147055.774797 128979.362874 
465 5390.31666699 3.27599661466 0.0510093939533 0.088732606622 82.7293066661 4.02797976672 40606.7766461 2.60355245117 19.3780473789 4.23066121717 -145441.153832 -9.22802432002 -145454.987026 13.8331948657 25 -145454.987026 128120.004485 
466 5407.39323485 4.96665562588 -0.130688027166 0.106279268069 84.2347875081 6.59288795405 36243.4389279 1.63895511493 9.72984585138 1.32892019713 -144580.047519 -9.24782694732 -144593.900516 13.8529970522 25 -144593.900516 126519.196911 
467 5446.65540606 4.1531560684 -0.154703397021 0.127246058947 82.3196430039 13.8634236027 41304.8304228 2.00638604971 14.7046278659 2.68697873977 -144263.591651 -9.26762957461 -144277.464451 13.8727992419 25 -144277.464451 125658.090598 
468 5896.73603242 3.66606818941 0.0988809450115 0.296350016457 82.8545818147 1.45315884546 18423.2739541 1.46149048599 10.4773867764 3.00693799781 -143741.835073 -9.28743220191 -143755.727676 13.892601435 25 -143755.727676 125341.634731 
469 5547.51881997 4.7154579146 0.136317551714 0.114694445866 82.7198120689 5.38847464407 40450.6356455 1.34576017104 5.38827767582 1.07509165969 -136719.491911 -9.3072348292 -136733.404316 13.912403694 25 -136733.404316 124819.878153 
470 5866.02964404 3.63236686987 -0.0188256808215 0.124081772089 83.6584788499 2.84508914883 23789.2077057 2.12666973985 19.4569139082 1.80603082494 -135191.502271 -9.3270374565 -135205.434478 13.9322059259 25 -135205.434478 117797.53499 
471 5737.54728913 4.00944002357 -0.222359733683 0.339606896776 80.8980056937 6.03079816012 23955.7114656 1.60607953106 11.4866487719 0.361090081086 -131244.533402 -9.3468400838 -131258.485413 13.9520120248 25 -131258.485413 116269.54535 
472 5036.08618447 3.31035299283 -0.12766931948 0.0472927204575 82.3593652211 8.83752740799 21837.6322028 -1.58247466476 19.7575024213 0.679592383959 -127070.812262 -9.36664271109 -127084.784075 13.9718123617 25 -127084.784075 112322.576482 
473 5474.9254361 3.34967128696 -0.0256454673495 0.242378542931 83.6744366104 4.32406201452 39719.1431704 1.69808599329 13.1538829329 0.530335474544 -126535.761986 -9.38644533839 -126549.753601 13.9916146073 25 -126549.753601 108148.855342 
474 6089.34604989 4.74100718334 -0.0636020282155 0.318854591417 80.8531780743 8.09865147093 34557.6346491 1.70911481157 13.5332224769 1.48301450819 -124246.363265 -9.40624796569 -124260.374683 14.0114186823 25 -124260.374683 107613.805065 
475 5497.42347635 4.61837854747 -0.068322264482 0.228567509758 79.8256074317 9.77404765581 28167.6001127 1.49490719267 18.7060191634 0.620549876378 -123465.197057 -9.42605059298 -123479.228278 14.0312209316 25 -123479.228278 105324.406344 
476 5224.63993196 3.9675394592 -0.129458915707 0.229916094584 82.8675968518 2.23397220142 16989.1329621 0.352906076543 6.99603994781 3.68592782848 -122106.871541 -9.44585322028 -122120.922564 14.0510231868 25 -122120.922564 104543.240137 
477 5531.07372199 3.93980818625 -0.145012775103 0.278794322055 84.0658996856 10.3956934991 34026.6275999 1.59657198195 16.8964949826 0.842777335584 -121393.878 -9.46565584757 -121407.948826 14.070825447 25 -121407.948826 103184.91462 
478 5502.50863361 3.67710965452 0.213717020297 0.100619858065 83.1700645306 8.40160871754 33997.3827599 0.947852057288 12.0610753889 3.08484464213 -121329.741929 -9.48545847487 -121343.832558 14.0906294721 25 -121343.832558 102471.92108 
479 5138.30945683 3.57168371596 -0.0193564849751 0.114383504162 82.3066770231 4.40392151585 26157.231399 0.547304168552 10.3194258829 1.30014889208 -121281.234955 -9.50526110217 -121295.345387 14.1104317311 25 -121295.345387 102407.785009 
480 5370.77364149 3.557820916 0.0403406225298 0.118350788076 80.3270356023 9.3194276939 30557.3900096 -1.7243645837 17.6967641231 3.49572202002 -119319.827456 -9.52506372946 -119333.95769 14.1302339892 25 -119333.95769 102359.278035 
481 5407.59420291 4.20822964229 -0.129014091378 0.379220696663 80.7664471911 9.90247803179 30952.7044782 2.44699133919 12.072806008 3.28354256156 -118667.808627 -9.54486635676 -118681.958663 14.1500362561 25 -118681.958663 100397.870536 
482 5770.0133914 3.51344440222 0.108222843272 0.231154727894 79.4883016343 0.199378712335 31531.9450003 0.679118470149 12.5502787031 2.92082915147 -117845.943065 -9.56466898405 -117860.112904 14.1698385278 25 -117860.112904 99745.8517062 
483 5390.44059898 3.87210396655 0.102379219549 0.237411763188 81.9088134575 9.15260644548 36029.6103021 -0.543071626343 6.63573591556 3.85682793215 -117702.510754 -9.58447161135 -117716.700396 14.1896425116 25 -117716.700396 98923.9861444 
484 5954.08982794 4.38603488493 -0.116956065046 0.0813048744428 82.0723808043 3.01296829313 23759.8116779 -0.478098208255 10.5105313715 3.28334637083 -116708.646044 -9.60427423865 -116722.855489 14.2094447787 25 -116722.855489 98780.5538336 
485 5505.07335397 4.59126907152 -0.00224138265834 0.340908923019 82.1439552937 8.56924691057 25702.3687608 0.596498557429 8.86196249232 4.3267746874 -112136.193734 -9.62407686594 -112150.422981 14.2292470519 25 -112150.422981 97786.689124 
486 6054.53843925 4.13417304975 0.121589685418 0.148714950205 83.8567700591 3.27402112247 40891.2063406 1.51105077832 9.17841572308 1.10816042186 -109831.250471 -9.64387949324 -109845.499521 14.249049346 25 -109845.499521 93214.2368138 
487 5248.27071007 3.6017218678 -0.173366908651 0.00819323673576 84.2194639527 3.69182960801 19373.8318416 0.989511401081 6.3523996425 4.05007165214 -109558.83253 -9.66368212054 -109573.101383 14.2688516417 25 -109573.101383 90909.293551 
488 5449.86248868 4.2743508467 -0.0926389704472 0.155456221725 84.6079100357 8.15551226573 33937.8453697 0.875188133248 19.1457843717 1.52576446156 -108974.778012 -9.68348474783 -108989.066667 14.2886555277 25 -108989.066667 90636.87561 
489 6146.89621969 4.71937087963 0.104528618379 0.356526696317 82.4729424698 6.6073263249 26614.1299208 1.74839628304 10.1555839055 1.6136228283 -108015.747408 -9.70328737513 -108030.055866 14.3084578221 25 -108030.055866 90052.8210913 
490 5647.45557713 3.51546760672 0.0153216754334 0.11110538999 84.2110271485 8.16744293336 33467.3107157 1.36756896793 10.4555757537 2.88771999467 -107565.987041 -9.72309000242 -107580.315301 14.3282601219 25 -107580.315301 89093.7904876 
491 5989.75045408 4.20418169116 0.0752077381468 0.201819471911 81.6183863015 2.31637817044 20615.0938843 1.46985108855 8.10023892702 1.41979903638 -107409.089237 -9.74289262972 -107423.4373 14.3480624235 25 -107423.4373 88644.0301206 
492 5934.25314941 3.98112541987 -0.170426260509 0.212759041425 81.1358710814 4.45310602406 32157.5632353 1.98240634516 7.6807055999 1.42196064813 -106889.856606 -9.76269525702 -106904.224471 14.3678647283 25 -106904.224471 88487.132317 
493 5981.43472425 4.18669281886 0.170265576103 0.0584590745766 84.3124859452 3.5135416233 31525.5924702 0.814410325795 11.8854528324 1.32700313985 -103921.195403 -9.78249788431 -103935.583071 14.3876685724 25 -103935.583071 87967.8996854 
494 6022.20020141 4.45340350951 0.0825387799717 0.00247344720235 81.8186706285 7.19841281089 24335.0549287 -0.0215756470521 9.77123268292 4.69084618387 -103526.590287 -9.80230051161 -103540.997758 14.4074708837 25 -103540.997758 84999.2384826 
495 5319.665499 3.71358559106 -0.22740134365 0.300814869445 81.7198189146 4.7921768777 17920.537776 0.270502252345 6.43318841196 1.77784168756 -103492.770354 -9.82210313891 -103507.197627 14.4272731965 25 -103507.197627 84604.6333664 
496 5568.96016189 4.18574423477 0.102844400994 0.0183327520845 83.0892562907 11.942002083 30977.7282891 0.074052152274 9.51082899853 3.47023068495 -102110.167024 -9.8419057662 -102124.6141 14.4470755161 25 -102124.6141 84570.8134333 
497 5774.30503185 4.16808340623 -0.185178733541 0.150848588588 81.0874409446 9.23567142688 37576.8050397 1.21385967521 10.7932259986 3.38920032197 -100081.409822 -9.8617083935 -100095.8767 14.4668793048 25 -100095.8767 83188.2101036 
498 5524.6933454 4.20832456385 0.03560857499 0.205375595345 79.5252135854 8.97594135724 36893.0898467 -0.669135175155 6.66123502063 0.861552174819 -98999.3440481 -9.88151102079 -99013.8307293 14.4866816239 25 -99013.8307293 81159.4529014 
499 5625.3099454 3.4881859647 0.0765302748704 0.268435452239 83.2580502612 3.4591507023 23872.5578066 -1.72586051979 14.3786465009 1.84604454515 -98959.1134685 -9.90131364809 -98973.6199523 14.5064839508 25 -98973.6199523 80077.3871276 
500 5628.32429936 3.38011382662 0.116948729652 0.153051086181 80.0940449294 4.54555673487 32182.5196525 2.0697683761 13.9520622753 4.68897063653 -98026.7493752 -9.92111627539 -98041.2756616 14.5262862796 25 -98041.2756616 80037.156548 
501 5774.42391179 4.09667230631 0.0937036365869 0.0281040806278 81.6324132668 12.1029944163 37006.9790712 0.148133955932 16.7856088401 1.1844369942 -96695.4817107 -9.94091890268 -96710.0277998 14.546088616 25 -96710.0277998 79104.7924547 
502 5352.47927215 4.3166402481 -0.195395363636 0.0921870659778 82.7757768682 11.6749485459 32992.8810791 0.872601874745 12.044366407 2.21862782386 -95444.2341343 -9.96072152998 -95458.800026 14.5658923487 25 -95458.800026 77773.5247902 
503 5542.74810792 4.58715198873 0.0494942752103 0.0572792903245 80.4947187506 11.3321798088 36423.2899049 1.05538059112 17.4276843458 0.750363590673 -95335.1229247 -9.98052415727 -95349.708619 14.585694686 25 -95349.708619 76522.2772138 
504 5483.88304872 4.33951461379 -0.0998140199561 0.310487739227 80.8782770936 7.03255581383 26553.9326016 2.07269912854 6.93208240159 1.02750545996 -94584.7795986 -10.0003267846 -94599.3850956 14.6054970237 25 -94599.3850956 76413.1660042 
505 5908.37226713 4.20085473599 0.242758860105 0.257340855583 82.4358326103 9.90227085594 31328.3134523 0.700108602694 15.3166573755 2.72879206693 -93306.5261715 -10.0201294119 -93321.1514711 14.6252993671 25 -93321.1514711 75662.8226782 
506 5235.5920484 3.8788084195 -0.0682226779654 0.105479169958 83.0551630269 2.6187061459 25109.8912129 1.52033086562 6.90145130721 3.53985958458 -92842.6863503 -10.0399320392 -92857.3314525 14.6451017139 25 -92857.3314525 74384.569251 
507 5656.27436049 4.34432183039 -0.224117128179 0.13317531004 79.5982109848 3.2178581246 32676.5216687 1.54508837842 6.68187032188 3.12799256555 -92020.3417377 -10.0597346665 -92035.0066426 14.6649054056 25 -92035.0066426 73920.7294298 
508 5300.9515172 3.86053987215 -0.133283560915 0.162421510965 79.6662153065 2.58042799677 30812.7393424 0.236253816995 10.2047131496 4.07529561872 -91266.8383655 -10.0795372938 -91281.523073 14.6847077515 25 -91281.523073 73098.3848173 
509 5402.78809917 3.01286282546 -0.194381928234 0.230400418603 79.6667687092 7.56137192223 29883.1017534 0.113781021049 11.6080702088 2.65362832561 -89368.6318908 -10.0993399211 -89383.3364009 14.704510102 25 -89383.3364009 72344.881445 
510 5438.57462215 4.09676310141 -0.218151228027 0.0681066463492 79.2237445022 6.41164368217 41913.9224617 -0.399678565335 15.7556380846 3.156077573 -88707.3008804 -10.1191425483 -88722.0251932 14.7243124602 25 -88722.0251932 70446.6749703 
511 6261.74605169 4.24408848813 0.0585783595454 0.166862075355 82.2601986298 3.72877088313 32197.8485146 -1.36229920945 8.06934279793 2.31560037917 -86802.350338 -10.1389451756 -86817.0944534 14.74411483 25 -86817.0944534 69785.34396 
512 6153.2337416 4.6675103609 0.0293205084699 0.363455943492 83.2296957135 3.26104780045 28427.8762582 -0.905369032633 14.8398460819 0.423745849838 -86551.8387771 -10.1587478029 -86566.6026951 14.7639184557 25 -86566.6026951 67880.3934176 
513 5838.15224242 4.65763024375 0.213152296209 0.2689842363 82.5434802691 7.17982631482 28235.7122853 0.378381948489 10.3163960275 3.2415300538 -83869.2778876 -10.1785504302 -83884.0616082 14.7837208141 25 -83884.0616082 67629.8818566 
514 5331.69791381 3.55696373741 -0.0376887855861 0.00374455763321 83.3767913781 6.12544195449 21001.4691512 0.406515661961 15.2387343251 0.499830932493 -80122.7425845 -10.1983530575 -80137.5461077 14.8035231894 25 -80137.5461077 64947.3209671 
515 5213.18828565 3.83965784673 -0.222901854766 0.0238591641006 83.8029799691 1.47026581278 21574.899587 -0.814900757238 6.86675488943 2.1929056085 -76694.6115612 -10.2181556848 -76709.434887 14.8233255863 25 -76709.434887 61200.785664 
516 5969.80973765 3.7130281895 0.238075630025 0.163767233619 82.7666066877 4.37657252997 28183.7095405 1.64670672549 5.55925091794 2.27902564965 -76170.6421238 -10.2379583121 -76185.4852523 14.8431279845 25 -76185.4852523 57772.6546407 
517 5416.24555811 3.83239971998 -0.144515644631 0.141241680975 80.0079319935 7.65097903411 27065.3213327 1.56472934501 9.423795165 2.58685555108 -75717.0330089 -10.2577609394 -75731.89594 14.8629314869 25 -75731.89594 57248.6852033 
518 5689.13155547 3.16117169071 0.0474952466158 0.278645598148 80.444296791 2.12153831705 31572.8861669 -0.384426587488 5.45390198793 1.62203767869 -75684.0845904 -10.2775635667 -75698.9673242 14.8827338837 25 -75698.9673242 56795.0760885 
519 5793.39625974 3.72402511669 -0.162813170609 0.282404254243 80.954003634 7.62564157031 40403.2559824 -1.27830805789 10.287428867 2.46345025731 -75540.0693267 -10.297366194 -75554.9718631 14.9025362823 25 -75554.9718631 56762.12767 
520 5765.85083987 3.32534246695 0.0670776314987 0.0431631068907 80.4084395581 6.07729588837 40131.1728846 -1.24268303923 9.18667179181 3.82487825049 -71916.8104419 -10.3171688213 -71931.7327809 14.9223386961 25 -71931.7327809 56618.1124062 
521 6222.82678432 4.21183603422 0.239153791199 0.258155460766 82.1502668738 8.93043490717 40985.3570016 0.990957158109 15.8833695125 2.5002289986 -71522.1055008 -10.3369714486 -71537.0476424 14.9421421489 25 -71537.0476424 52994.8535214 
522 5707.54375351 4.71714729521 0.175719541805 0.0685188661646 80.973074429 9.67315184482 36304.2931356 0.0880758528116 9.12366725597 0.95298080121 -71519.5306809 -10.3567740759 -71534.419219 14.4755005205 25 -71534.3495137 52600.1485803 
523 5526.88472772 4.55163124946 -0.220563931932 0.0960430734653 81.8227996814 10.4234945835 37656.2389531 0.105305075451 17.7285362965 2.22666580903 -70887.8327787 -10.3765767032 -70902.8145256 14.9817469688 25 -70902.8145256 52597.430649 
524 5662.85703333 4.65474885593 -0.085546337123 0.353566685913 81.6403664416 8.06467295282 34348.4250784 1.50890956761 5.16021629317 1.31079619959 -69735.0549519 -10.3963793305 -69750.0565014 15.0015493832 25 -69750.0565014 51965.8758582 
525 5892.62394056 3.56954404524 -0.128881610702 0.280108640245 82.4939329102 2.82875515263 37965.4095712 -0.89168804861 17.6538756473 3.7842342676 -69650.6847271 -10.4161819578 -69665.7060792 15.0213517993 25 -69665.7060792 50813.0980315 
526 5604.26277861 4.79813975238 -0.198506358407 0.0737074969292 79.8201570432 5.31691725759 30459.8103796 -0.595160228603 5.84125722186 0.916749242497 -68727.1800704 -10.4359845851 -68742.2212251 15.0411552228 25 -68742.2212251 50728.7278066 
527 5213.46149254 3.34546696033 -0.199810739224 0.0398723142234 83.5669131769 6.10842856271 37729.0633373 -0.370193650091 17.5714678535 1.17863449272 -68564.2044118 -10.4557872124 -68579.2653692 15.060957641 25 -68579.2653692 49805.2231499 
528 6005.3918001 4.28400421905 0.118111567298 0.378758916757 81.6269033061 3.79725872855 29478.1884228 2.07670092819 6.84265593388 2.23906673262 -67033.1787257 -10.4755898397 -67048.2594857 15.0807600595 25 -67048.2594857 49642.2474914 
529 5851.27121717 4.26341857131 0.0429977570916 0.0391516759469 79.6488915346 7.22020344149 40778.5611272 0.366796380264 15.7130922317 0.665760535063 -66555.2094073 -10.495392467 -66570.30997 15.1005624846 25 -66570.30997 50593.9784098 
530 5421.51068693 3.01100550447 -0.0171367766693 0.191010609813 81.5965295308 4.87309609345 36797.0455091 0.329216486153 16.8058521819 3.41357910246 -66360.0616387 -10.5151950943 -66375.182004 15.1203649111 25 -66375.182004 50116.0090914 
531 5669.07601943 3.53189171607 0.163903263045 0.163810097198 82.4046000245 4.93881530952 23593.3002428 0.474836924496 10.8537440224 3.53583422235 -66133.8379424 -10.5349977216 -66148.9781103 15.1401683013 25 -66148.9781103 49920.8613229 
532 5886.47773449 3.86138477854 0.215770535924 0.208484694689 81.6313327311 2.33929144974 22851.8608906 1.29081963039 11.769526027 1.4856544614 -65984.3592092 -10.5548003489 -65999.5191798 15.1599707275 25 -65999.5191798 49694.6376265 
533 5798.55011638 4.62757641623 0.0267744159061 0.101888178739 82.6878559777 3.20226578538 35381.5334251 2.93852775691 11.4769225579 1.94000574686 -65548.6463497 -10.5746029762 -65563.8261229 15.1797731547 25 -65563.8261229 49545.1588933 
534 6078.46024916 4.19290875282 0.116999679006 0.373171569649 80.7089479795 4.7325586318 34271.2297653 1.7089187903 11.8691022649 3.55003432416 -64590.0893115 -10.5944056035 -64605.2888873 15.1995755861 25 -64605.2888873 49109.4460338 
535 5198.72606847 3.76203905582 -0.240696495577 0.028144876632 81.679458795 11.0006116753 37524.1585471 -0.638660830427 17.5270584884 3.50506308919 -63708.1692266 -10.6142082308 -63723.3886051 15.2193784865 25 -63723.3886051 48150.8889956 
536 5590.19987003 3.21055207568 -0.0805081184009 0.0393240340098 80.5515965206 4.36477532368 41602.8609504 1.26561204675 7.90393535284 4.57831803022 -63688.0612643 -10.634010858 -63703.3004453 15.2391805312 25 -63703.3004453 47268.9689108 
537 5766.47202662 4.92678915926 -0.0136884582759 0.11264163992 82.4298484573 0.275009189826 21946.4436841 1.62910070892 15.4569436299 3.59952318463 -63029.2081115 -10.6538134853 -63044.4670952 15.2589838164 25 -63044.4670952 47248.8609484 
538 5658.49097434 4.98688950597 -0.217080129695 0.0666121633811 81.5430001259 3.74549818137 28002.1079072 1.97281631637 9.91814856862 1.79986426388 -62819.1698545 -10.6736161126 -62834.4486408 15.2787862527 25 -62834.4486408 46590.0077956 
539 5481.30850609 4.16959726008 -0.0118148088291 0.252997931408 82.2424808032 9.42571578284 36917.8108661 0.444045739671 7.94290859642 4.87896587983 -62694.0954456 -10.6934187399 -62709.3940345 15.298589146 25 -62709.3940345 46379.9695386 
540 5545.4585245 3.42313100599 0.147849667239 0.0402335850276 81.476125748 5.32353604655 32270.9026251 -0.0163788994358 11.2607499084 3.45438149395 -62444.4396172 -10.7132213672 -62459.7580087 15.318391583 25 -62459.7580087 46254.8951297 
